country,iso3c,year,coverage,measure,format,source,timespan,lorenz_points
Indonesia,IDN,2003,Urban,Consumption,Unit record,IDN_U2003X,UnDefined,100
Indonesia,IDN,2004,Rural,Consumption,Unit record,IDN_R2004X,UnDefined,100
Indonesia,IDN,2004,Urban,Consumption,Unit record,IDN_U2004X,UnDefined,100
Indonesia,IDN,2005,Rural,Consumption,Unit record,IDN_R2005X,UnDefined,100
Indonesia,IDN,2005,Urban,Consumption,Unit record,IDN_U2005X,UnDefined,100
Indonesia,IDN,2006,Rural,Consumption,Unit record,IDN_R2006X,UnDefined,100
Indonesia,IDN,2006,Urban,Consumption,Unit record,IDN_U2006X,UnDefined,100
Indonesia,IDN,2007,Rural,Consumption,Unit record,IDN_R2007X,UnDefined,100
Indonesia,IDN,2007,Urban,Consumption,Unit record,IDN_U2007X,UnDefined,100
Indonesia,IDN,2008,Rural,Consumption,Unit record,IDN_R2008X,UnDefined,100
Indonesia,IDN,2008,Urban,Consumption,Unit record,IDN_U2008X,UnDefined,100
Indonesia,IDN,2009,Rural,Consumption,Unit record,IDN_R2009X,UnDefined,100
Indonesia,IDN,2009,Urban,Consumption,Unit record,IDN_U2009X,UnDefined,100
Indonesia,IDN,2010,Rural,Consumption,Unit record,IDN_R2010X,UnDefined,100
Indonesia,IDN,2010,Urban,Consumption,Unit record,IDN_U2010X,UnDefined,100
Indonesia,IDN,2011,Rural,Consumption,Unit record,IDN_R2011X,UnDefined,100
Indonesia,IDN,2011,Urban,Consumption,Unit record,IDN_U2011X,UnDefined,100
Indonesia,IDN,2012,Rural,Consumption,Unit record,IDN_R2012X,UnDefined,100
Indonesia,IDN,2012,Urban,Consumption,Unit record,IDN_U2012X,UnDefined,100
Indonesia,IDN,2013,Aggregated,Consumption,Unit record,IDN_A2013X,UnDefined,100
Indonesia,IDN,2013,Rural,Consumption,Unit record,IDN_R2013X,UnDefined,100
Indonesia,IDN,2013,Urban,Consumption,Unit record,IDN_U2013X,UnDefined,100
Indonesia,IDN,2014,Rural,Consumption,Unit record,IDN_R2014X,UnDefined,100
Indonesia,IDN,2014,Urban,Consumption,Unit record,IDN_U2014X,UnDefined,100
India,IND,1977,Rural,Consumption,Grouped,IND_R1977X,UnDefined,14
India,IND,1983,Rural,Consumption,Grouped,IND_R1983X,UnDefined,13
India,IND,1987,Rural,Consumption,Grouped,IND_R1987X,UnDefined,12
India,IND,1993,Rural,Consumption,Unit record,IND_R1993X,UnDefined,100
India,IND,2004,Rural,Consumption,Unit record,IND_R2004X,UnDefined,100
India,IND,2009,Rural,Consumption,Unit record,IND_R2009X,UnDefined,100
India,IND,2011,Rural,Consumption,Unit record,IND_R2011X,UnDefined,100
India,IND,1977,Urban,Consumption,Grouped,IND_U1977X,UnDefined,15
India,IND,1983,Urban,Consumption,Grouped,IND_U1983X,UnDefined,13
India,IND,1987,Urban,Consumption,Grouped,IND_U1987X,UnDefined,12
India,IND,1993,Urban,Consumption,Unit record,IND_U1993X,UnDefined,100
India,IND,2004,Urban,Consumption,Unit record,IND_U2004X,UnDefined,100
India,IND,2009,Urban,Consumption,Unit record,IND_U2009X,UnDefined,100
India,IND,2011,Urban,Consumption,Unit record,IND_U2011X,UnDefined,100
India,IND,1977,Rural,Consumption,Grouped,IND_R1977X,UnDefined,14
India,IND,1977,Urban,Consumption,Grouped,IND_U1977X,UnDefined,15
India,IND,1983,Rural,Consumption,Grouped,IND_R1983X,UnDefined,13
India,IND,1983,Urban,Consumption,Grouped,IND_U1983X,UnDefined,13
India,IND,1987,Rural,Consumption,Grouped,IND_R1987X,UnDefined,12
India,IND,1987,Urban,Consumption,Grouped,IND_U1987X,UnDefined,12
India,IND,1993,Rural,Consumption,Unit record,IND_R1993X,UnDefined,100
India,IND,1993,Urban,Consumption,Unit record,IND_U1993X,UnDefined,100
India,IND,2004,Rural,Consumption,Unit record,IND_R2004X,UnDefined,100
India,IND,2004,Urban,Consumption,Unit record,IND_U2004X,UnDefined,100
India,IND,2009,Rural,Consumption,Unit record,IND_R2009X,UnDefined,100
India,IND,2009,Urban,Consumption,Unit record,IND_U2009X,UnDefined,100
India,IND,2011,Aggregated,Consumption,Unit record,IND_A2011X,UnDefined,100
India,IND,2011,Rural,Consumption,Unit record,IND_R2011X,UnDefined,100
India,IND,2011,Urban,Consumption,Unit record,IND_U2011X,UnDefined,100
Ireland,IRL,2004,National,Income,Unit record,IRL_N2004Y,UnDefined,100
Ireland,IRL,2005,National,Income,Unit record,IRL_N2005Y,UnDefined,100
Ireland,IRL,2006,National,Income,Unit record,IRL_N2006Y,UnDefined,100
Ireland,IRL,2007,National,Income,Unit record,IRL_N2007Y,UnDefined,100
Ireland,IRL,2008,National,Income,Unit record,IRL_N2008Y,UnDefined,100
Ireland,IRL,2009,National,Income,Unit record,IRL_N2009Y,UnDefined,100
Ireland,IRL,2010,National,Income,Unit record,IRL_N2010Y,UnDefined,100
Ireland,IRL,2011,National,Income,Unit record,IRL_N2011Y,UnDefined,100
Ireland,IRL,2012,National,Income,Unit record,IRL_N2012Y,UnDefined,100
"Iran, Islamic Republic of",IRN,1986,National,Consumption,Grouped,IRN_N1986X,UnDefined,10
"Iran, Islamic Republic of",IRN,1990,National,Consumption,Grouped,IRN_N1990X,UnDefined,10
"Iran, Islamic Republic of",IRN,1994,National,Consumption,Grouped,IRN_N1994X,UnDefined,10
"Iran, Islamic Republic of",IRN,1998,National,Consumption,Grouped,IRN_N1998X,UnDefined,10
"Iran, Islamic Republic of",IRN,2005,National,Consumption,Unit record,IRN_N2005X,UnDefined,100
"Iran, Islamic Republic of",IRN,2009,National,Consumption,Grouped,IRN_N2009X,UnDefined,20
"Iran, Islamic Republic of",IRN,2013,National,Consumption,Grouped,IRN_N2013X,UnDefined,20
Iceland,ISL,2004,National,Income,Unit record,ISL_N2004Y,UnDefined,100
Iceland,ISL,2005,National,Income,Unit record,ISL_N2005Y,UnDefined,100
Iceland,ISL,2006,National,Income,Unit record,ISL_N2006Y,UnDefined,100
Iceland,ISL,2007,National,Income,Unit record,ISL_N2007Y,UnDefined,100
Iceland,ISL,2008,National,Income,Unit record,ISL_N2008Y,UnDefined,100
Iceland,ISL,2009,National,Income,Unit record,ISL_N2009Y,UnDefined,100
Iceland,ISL,2010,National,Income,Unit record,ISL_N2010Y,UnDefined,100
Iceland,ISL,2011,National,Income,Unit record,ISL_N2011Y,UnDefined,100
Iceland,ISL,2012,National,Income,Unit record,ISL_N2012Y,UnDefined,100
Israel,ISR,1979,National,Income,Unit record,ISR_N1979Y,UnDefined,20
Israel,ISR,1986,National,Income,Unit record,ISR_N1986Y,UnDefined,20
Israel,ISR,1992,National,Income,Unit record,ISR_N1992Y,UnDefined,20
Israel,ISR,1997,National,Income,Unit record,ISR_N1997Y,UnDefined,20
Israel,ISR,2001,National,Income,Unit record,ISR_N2001Y,UnDefined,20
Israel,ISR,2005,National,Income,Unit record,ISR_N2005Y,UnDefined,20
Israel,ISR,2007,National,Income,Unit record,ISR_N2007Y,UnDefined,20
Israel,ISR,2010,National,Income,Unit record,ISR_N2010Y,UnDefined,20
Italy,ITA,2004,National,Income,Unit record,ITA_N2004Y,UnDefined,100
Italy,ITA,2005,National,Income,Unit record,ITA_N2005Y,UnDefined,100
Italy,ITA,2006,National,Income,Unit record,ITA_N2006Y,UnDefined,100
Italy,ITA,2007,National,Income,Unit record,ITA_N2007Y,UnDefined,100
Italy,ITA,2008,National,Income,Unit record,ITA_N2008Y,UnDefined,100
Italy,ITA,2009,National,Income,Unit record,ITA_N2009Y,UnDefined,100
Italy,ITA,2010,National,Income,Unit record,ITA_N2010Y,UnDefined,100
Italy,ITA,2011,National,Income,Unit record,ITA_N2011Y,UnDefined,100
Italy,ITA,2012,National,Income,Unit record,ITA_N2012Y,UnDefined,100
Jamaica,JAM,1988,National,Consumption,Grouped,JAM_N1988X,UnDefined,10
Jamaica,JAM,1990,National,Consumption,Unit record,JAM_N1990X,UnDefined,100
Jamaica,JAM,1993,National,Consumption,Grouped,JAM_N1993X,UnDefined,20
Jamaica,JAM,1996,National,Consumption,Unit record,JAM_N1996X,UnDefined,100
Jamaica,JAM,1999,National,Consumption,Unit record,JAM_N1999X,UnDefined,100
Jamaica,JAM,2002,National,Consumption,Unit record,JAM_N2002X,UnDefined,100
Jamaica,JAM,2004,National,Consumption,Unit record,JAM_N2004X,UnDefined,100
Japan,JPN,2008,National,Income,Unit record,JPN_N2008Y,UnDefined,20
Kazakhstan,KAZ,1988,National,Income,Grouped,KAZ_N1988Y,UnDefined,5
Kazakhstan,KAZ,1993,National,Income,Grouped,KAZ_N1993Y,UnDefined,17
Kazakhstan,KAZ,1996,National,Consumption,Unit record,KAZ_N1996X,UnDefined,100
Kazakhstan,KAZ,2001,National,Consumption,Unit record,KAZ_N2001X,UnDefined,100
Kazakhstan,KAZ,2002,National,Consumption,Unit record,KAZ_N2002X,UnDefined,100
Kazakhstan,KAZ,2003,National,Consumption,Unit record,KAZ_N2003X,UnDefined,100
Kazakhstan,KAZ,2004,National,Consumption,Unit record,KAZ_N2004X,UnDefined,100
Kazakhstan,KAZ,2005,National,Consumption,Unit record,KAZ_N2005X,UnDefined,100
Kazakhstan,KAZ,2006,National,Consumption,Unit record,KAZ_N2006X,UnDefined,100
Kazakhstan,KAZ,2007,National,Consumption,Unit record,KAZ_N2007X,UnDefined,100
Kazakhstan,KAZ,2008,National,Consumption,Unit record,KAZ_N2008X,UnDefined,100
Kazakhstan,KAZ,2009,National,Consumption,Unit record,KAZ_N2009X,UnDefined,100
Kazakhstan,KAZ,2010,National,Consumption,Unit record,KAZ_N2010X,UnDefined,100
Kazakhstan,KAZ,2011,National,Consumption,Unit record,KAZ_N2011X,UnDefined,100
Kazakhstan,KAZ,2012,National,Consumption,Unit record,KAZ_N2012X,UnDefined,100
Kazakhstan,KAZ,2013,National,Consumption,Unit record,KAZ_N2013X,UnDefined,100
Kenya,KEN,1992,National,Consumption,Grouped,KEN_N1992X,UnDefined,10
Kenya,KEN,1994,National,Consumption,Unit record,KEN_N1994X,UnDefined,100
Kenya,KEN,1997,National,Consumption,Unit record,KEN_N1997X,UnDefined,100
Kenya,KEN,2005,National,Consumption,Unit record,KEN_N2005X,UnDefined,100
Kyrgyz Republic,KGZ,1988,National,Income,Grouped,KGZ_N1988Y,UnDefined,5
Kyrgyz Republic,KGZ,1993,National,Consumption,Grouped,KGZ_N1993X,UnDefined,20
Kyrgyz Republic,KGZ,1998,National,Consumption,Unit record,KGZ_N1998X,UnDefined,100
Kyrgyz Republic,KGZ,2000,National,Consumption,Unit record,KGZ_N2000X,UnDefined,100
Kyrgyz Republic,KGZ,2001,National,Consumption,Unit record,KGZ_N2001X,UnDefined,100
Kyrgyz Republic,KGZ,2002,National,Consumption,Unit record,KGZ_N2002X,UnDefined,100
Kyrgyz Republic,KGZ,2003,National,Consumption,Unit record,KGZ_N2003X,UnDefined,100
Kyrgyz Republic,KGZ,2004,National,Consumption,Unit record,KGZ_N2004X,UnDefined,100
Kyrgyz Republic,KGZ,2005,National,Consumption,Unit record,KGZ_N2005X,UnDefined,100
Kyrgyz Republic,KGZ,2006,National,Consumption,Unit record,KGZ_N2006X,UnDefined,100
Kyrgyz Republic,KGZ,2007,National,Consumption,Unit record,KGZ_N2007X,UnDefined,100
Kyrgyz Republic,KGZ,2008,National,Consumption,Unit record,KGZ_N2008X,UnDefined,100
Kyrgyz Republic,KGZ,2009,National,Consumption,Unit record,KGZ_N2009X,UnDefined,100
Kyrgyz Republic,KGZ,2010,National,Consumption,Unit record,KGZ_N2010X,UnDefined,100
Kyrgyz Republic,KGZ,2011,National,Consumption,Unit record,KGZ_N2011X,UnDefined,100
Kyrgyz Republic,KGZ,2012,National,Consumption,Unit record,KGZ_N2012X,UnDefined,100
Kyrgyz Republic,KGZ,2013,National,Consumption,Unit record,KGZ_N2013X,UnDefined,100
Kyrgyz Republic,KGZ,2014,National,Consumption,Unit record,KGZ_N2014X,UnDefined,100
Cambodia,KHM,1994,National,Consumption,Unit record,KHM_N1994X,UnDefined,100
Cambodia,KHM,2004,National,Consumption,Unit record,KHM_N2004X,UnDefined,100
Cambodia,KHM,2007,National,Consumption,Unit record,KHM_N2007X,UnDefined,100
Cambodia,KHM,2008,National,Consumption,Unit record,KHM_N2008X,UnDefined,100
Cambodia,KHM,2009,National,Consumption,Unit record,KHM_N2009X,UnDefined,100
Cambodia,KHM,2010,National,Consumption,Unit record,KHM_N2010X,UnDefined,100
Cambodia,KHM,2011,National,Consumption,Unit record,KHM_N2011X,UnDefined,100
Cambodia,KHM,2012,National,Consumption,Unit record,KHM_N2012X,UnDefined,100
Kiribati,KIR,2006,National,Consumption,Unit record,KIR_N2006X,UnDefined,100
Kosovo,KSV,2003,National,Consumption,Unit record,KSV_N2003X,UnDefined,100
Kosovo,KSV,2005,National,Consumption,Unit record,KSV_N2005X,UnDefined,100
Kosovo,KSV,2006,National,Consumption,Unit record,KSV_N2006X,UnDefined,100
Kosovo,KSV,2009,National,Consumption,Unit record,KSV_N2009X,UnDefined,100
Kosovo,KSV,2010,National,Consumption,Unit record,KSV_N2010X,UnDefined,100
Kosovo,KSV,2011,National,Consumption,Unit record,KSV_N2011X,UnDefined,100
Kosovo,KSV,2012,National,Consumption,Unit record,KSV_N2012X,UnDefined,100
Kosovo,KSV,2013,National,Consumption,Unit record,KSV_N2013X,UnDefined,100
Lao People's Democratic Republic,LAO,1992,National,Consumption,Unit record,LAO_N1992X,UnDefined,100
Lao People's Democratic Republic,LAO,1997,National,Consumption,Unit record,LAO_N1997X,UnDefined,100
Lao People's Democratic Republic,LAO,2002,National,Consumption,Unit record,LAO_N2002X,UnDefined,100
Lao People's Democratic Republic,LAO,2007,National,Consumption,Unit record,LAO_N2007X,UnDefined,100
Lao People's Democratic Republic,LAO,2012,National,Consumption,Unit record,LAO_N2012X,UnDefined,100
Liberia,LBR,2007,National,Consumption,Unit record,LBR_N2007X,UnDefined,100
St. Lucia,LCA,1995,National,Income,Grouped,LCA_N1995Y,UnDefined,20
Sri Lanka,LKA,1985,National,Consumption,Grouped,LKA_N1985X,UnDefined,10
Sri Lanka,LKA,1990,National,Consumption,Unit record,LKA_N1990X,UnDefined,100
Sri Lanka,LKA,1995,National,Consumption,Unit record,LKA_N1995X,UnDefined,100
Sri Lanka,LKA,2002,National,Consumption,Unit record,LKA_N2002X,UnDefined,100
Sri Lanka,LKA,2006,National,Consumption,Unit record,LKA_N2006X,UnDefined,100
Sri Lanka,LKA,2009,National,Consumption,Unit record,LKA_N2009X,UnDefined,100
Sri Lanka,LKA,2012,National,Consumption,Unit record,LKA_N2012X,UnDefined,100
Lesotho,LSO,1986,National,Consumption,Grouped,LSO_N1986X,UnDefined,10
Lesotho,LSO,1994,National,Consumption,Unit record,LSO_N1994X,UnDefined,100
Lesotho,LSO,2002,National,Consumption,Unit record,LSO_N2002X,UnDefined,100
Lesotho,LSO,2010,National,Consumption,Unit record,LSO_N2010X,UnDefined,100
Lithuania,LTU,1988,National,Income,Grouped,LTU_N1988Y,UnDefined,5
Lithuania,LTU,1993,National,Income,Grouped,LTU_N1993Y,UnDefined,6
Lithuania,LTU,1996,National,Consumption,Grouped,LTU_N1996X,UnDefined,10
Lithuania,LTU,1998,National,Consumption,Unit record,LTU_N1998X,UnDefined,100
Lithuania,LTU,1999,National,Consumption,Unit record,LTU_N1999X,UnDefined,100
Lithuania,LTU,2000,National,Consumption,Unit record,LTU_N2000X,UnDefined,100
Lithuania,LTU,2001,National,Consumption,Unit record,LTU_N2001X,UnDefined,100
Lithuania,LTU,2002,National,Consumption,Unit record,LTU_N2002X,UnDefined,100
Lithuania,LTU,2003,National,Consumption,Unit record,LTU_N2003X,UnDefined,100
Lithuania,LTU,2004,National,Consumption,Unit record,LTU_N2004X,UnDefined,100
Lithuania,LTU,2004,National,Income,Unit record,LTU_N2004Y,UnDefined,100
Lithuania,LTU,2005,National,Income,Unit record,LTU_N2005Y,UnDefined,100
Lithuania,LTU,2006,National,Income,Unit record,LTU_N2006Y,UnDefined,100
Lithuania,LTU,2007,National,Income,Unit record,LTU_N2007Y,UnDefined,100
Lithuania,LTU,2008,National,Consumption,Unit record,LTU_N2008X,UnDefined,100
Lithuania,LTU,2008,National,Income,Unit record,LTU_N2008Y,UnDefined,100
Lithuania,LTU,2009,National,Income,Unit record,LTU_N2009Y,UnDefined,100
Lithuania,LTU,2010,National,Income,Unit record,LTU_N2010Y,UnDefined,100
Lithuania,LTU,2011,National,Income,Unit record,LTU_N2011Y,UnDefined,100
Lithuania,LTU,2012,National,Income,Unit record,LTU_N2012Y,UnDefined,100
Luxembourg,LUX,2004,National,Income,Unit record,LUX_N2004Y,UnDefined,100
Luxembourg,LUX,2005,National,Income,Unit record,LUX_N2005Y,UnDefined,100
Luxembourg,LUX,2006,National,Income,Unit record,LUX_N2006Y,UnDefined,100
Luxembourg,LUX,2007,National,Income,Unit record,LUX_N2007Y,UnDefined,100
Luxembourg,LUX,2008,National,Income,Unit record,LUX_N2008Y,UnDefined,100
Luxembourg,LUX,2009,National,Income,Unit record,LUX_N2009Y,UnDefined,100
Luxembourg,LUX,2010,National,Income,Unit record,LUX_N2010Y,UnDefined,100
Luxembourg,LUX,2011,National,Income,Unit record,LUX_N2011Y,UnDefined,100
Luxembourg,LUX,2012,National,Income,Unit record,LUX_N2012Y,UnDefined,100
Latvia,LVA,1988,National,Income,Grouped,LVA_N1988Y,UnDefined,5
Latvia,LVA,1993,National,Income,Grouped,LVA_N1993Y,UnDefined,6
Latvia,LVA,1995,National,Income,Grouped,LVA_N1995Y,UnDefined,10
Latvia,LVA,1996,National,Income,Grouped,LVA_N1996Y,UnDefined,10
Latvia,LVA,1997,National,Consumption,Unit record,LVA_N1997X,UnDefined,100
Latvia,LVA,1998,National,Consumption,Unit record,LVA_N1998X,UnDefined,100
Latvia,LVA,2002,National,Consumption,Unit record,LVA_N2002X,UnDefined,100
Latvia,LVA,2003,National,Consumption,Unit record,LVA_N2003X,UnDefined,100
Latvia,LVA,2004,National,Consumption,Unit record,LVA_N2004X,UnDefined,100
Latvia,LVA,2004,National,Income,Unit record,LVA_N2004Y,UnDefined,100
Latvia,LVA,2005,National,Income,Unit record,LVA_N2005Y,UnDefined,100
Latvia,LVA,2006,National,Income,Unit record,LVA_N2006Y,UnDefined,100
Latvia,LVA,2007,National,Consumption,Unit record,LVA_N2007X,UnDefined,100
Latvia,LVA,2007,National,Income,Unit record,LVA_N2007Y,UnDefined,100
Latvia,LVA,2008,National,Consumption,Unit record,LVA_N2008X,UnDefined,100
Latvia,LVA,2008,National,Income,Unit record,LVA_N2008Y,UnDefined,100
Latvia,LVA,2009,National,Consumption,Unit record,LVA_N2009X,UnDefined,100
Latvia,LVA,2009,National,Income,Unit record,LVA_N2009Y,UnDefined,100
Latvia,LVA,2010,National,Income,Unit record,LVA_N2010Y,UnDefined,100
Latvia,LVA,2011,National,Income,Unit record,LVA_N2011Y,UnDefined,100
Latvia,LVA,2012,National,Income,Unit record,LVA_N2012Y,UnDefined,100
Morocco,MAR,1984,National,Consumption,Grouped,MAR_N1984X,UnDefined,11
Morocco,MAR,1990,National,Consumption,Grouped,MAR_N1990X,UnDefined,10
Morocco,MAR,1998,National,Consumption,Grouped,MAR_N1998X,UnDefined,20
Morocco,MAR,2000,National,Consumption,Unit record,MAR_N2000X,UnDefined,100
Morocco,MAR,2006,National,Consumption,Unit record,MAR_N2006X,UnDefined,100
Moldova,MDA,1988,National,Income,Grouped,MDA_N1988Y,UnDefined,5
Moldova,MDA,1992,National,Income,Grouped,MDA_N1992Y,UnDefined,44
Moldova,MDA,1997,National,Consumption,Unit record,MDA_N1997X,UnDefined,100
Moldova,MDA,1998,National,Consumption,Unit record,MDA_N1998X,UnDefined,100
Moldova,MDA,1999,National,Consumption,Unit record,MDA_N1999X,UnDefined,100
Moldova,MDA,2000,National,Consumption,Unit record,MDA_N2000X,UnDefined,100
Moldova,MDA,2001,National,Consumption,Unit record,MDA_N2001X,UnDefined,100
Moldova,MDA,2002,National,Consumption,Unit record,MDA_N2002X,UnDefined,100
Moldova,MDA,2003,National,Consumption,Unit record,MDA_N2003X,UnDefined,100
Moldova,MDA,2004,National,Consumption,Unit record,MDA_N2004X,UnDefined,100
Moldova,MDA,2005,National,Consumption,Grouped,MDA_N2005X,UnDefined,20
Moldova,MDA,2006,National,Consumption,Unit record,MDA_N2006X,UnDefined,100
Moldova,MDA,2007,National,Consumption,Unit record,MDA_N2007X,UnDefined,100
Moldova,MDA,2008,National,Consumption,Unit record,MDA_N2008X,UnDefined,100
Moldova,MDA,2009,National,Consumption,Unit record,MDA_N2009X,UnDefined,100
Moldova,MDA,2010,National,Consumption,Unit record,MDA_N2010X,UnDefined,100
Moldova,MDA,2011,National,Consumption,Unit record,MDA_N2011X,UnDefined,100
Moldova,MDA,2012,National,Consumption,Unit record,MDA_N2012X,UnDefined,100
Moldova,MDA,2013,National,Consumption,Unit record,MDA_N2013X,UnDefined,100
Moldova,MDA,2014,National,Consumption,Unit record,MDA_N2014X,UnDefined,100
Madagascar,MDG,1980,National,Consumption,Grouped,MDG_N1980X,UnDefined,8
Madagascar,MDG,1993,National,Consumption,Unit record,MDG_N1993X,UnDefined,100
Madagascar,MDG,1997,National,Consumption,Unit record,MDG_N1997X,UnDefined,100
Madagascar,MDG,1999,National,Consumption,Unit record,MDG_N1999X,UnDefined,100
Madagascar,MDG,2001,National,Consumption,Unit record,MDG_N2001X,UnDefined,100
Madagascar,MDG,2005,National,Consumption,Unit record,MDG_N2005X,UnDefined,100
Madagascar,MDG,2010,National,Consumption,Unit record,MDG_N2010X,UnDefined,100
Madagascar,MDG,2012,National,Consumption,Unit record,MDG_N2012X,UnDefined,100
Maldives,MDV,2002,National,Consumption,Unit record,MDV_N2002X,UnDefined,20
Maldives,MDV,2009,National,Consumption,Unit record,MDV_N2009X,UnDefined,100
Mexico,MEX,1984,National,Consumption,Unit record,MEX_N1984X,UnDefined,100
Mexico,MEX,1989,National,Income,Unit record,MEX_N1989Y,UnDefined,100
Mexico,MEX,1992,National,Consumption,Unit record,MEX_N1992X,UnDefined,100
Mexico,MEX,1992,National,Income,Unit record,MEX_N1992Y,UnDefined,100
Mexico,MEX,1994,National,Consumption,Unit record,MEX_N1994X,UnDefined,100
Mexico,MEX,1994,National,Income,Unit record,MEX_N1994Y,UnDefined,100
Mexico,MEX,1996,National,Consumption,Unit record,MEX_N1996X,UnDefined,100
Mexico,MEX,1996,National,Income,Unit record,MEX_N1996Y,UnDefined,100
Mexico,MEX,1998,National,Consumption,Unit record,MEX_N1998X,UnDefined,100
Mexico,MEX,1998,National,Income,Unit record,MEX_N1998Y,UnDefined,100
Mexico,MEX,2000,National,Consumption,Unit record,MEX_N2000X,UnDefined,100
Mexico,MEX,2000,National,Income,Unit record,MEX_N2000Y,UnDefined,100
Mexico,MEX,2002,National,Consumption,Unit record,MEX_N2002X,UnDefined,100
Mexico,MEX,2002,National,Income,Unit record,MEX_N2002Y,UnDefined,100
Mexico,MEX,2004,National,Consumption,Unit record,MEX_N2004X,UnDefined,100
Mexico,MEX,2004,National,Income,Unit record,MEX_N2004Y,UnDefined,100
Mexico,MEX,2006,National,Consumption,Unit record,MEX_N2006X,UnDefined,100
Mexico,MEX,2006,National,Income,Unit record,MEX_N2006Y,UnDefined,100
Mexico,MEX,2008,National,Consumption,Unit record,MEX_N2008X,UnDefined,100
Mexico,MEX,2008,National,Income,Unit record,MEX_N2008Y,UnDefined,100
Mexico,MEX,2010,National,Consumption,Unit record,MEX_N2010X,UnDefined,100
Mexico,MEX,2010,National,Income,Unit record,MEX_N2010Y,UnDefined,100
Mexico,MEX,2012,National,Consumption,Unit record,MEX_N2012X,UnDefined,100
Mexico,MEX,2012,National,Income,Unit record,MEX_N2012Y,UnDefined,100
Mexico,MEX,2014,National,Consumption,Unit record,MEX_N2014X,UnDefined,100
Mexico,MEX,2014,National,Income,Unit record,MEX_N2014Y,UnDefined,100
"Macedonia, former Yugoslav Republic of",MKD,1998,National,Consumption,Grouped,MKD_N1998X,UnDefined,10
"Macedonia, former Yugoslav Republic of",MKD,2000,National,Consumption,Unit record,MKD_N2000X,UnDefined,100
"Macedonia, former Yugoslav Republic of",MKD,2002,National,Consumption,Unit record,MKD_N2002X,UnDefined,100
"Macedonia, former Yugoslav Republic of",MKD,2003,National,Consumption,Unit record,MKD_N2003X,UnDefined,100
"Macedonia, former Yugoslav Republic of",MKD,2004,National,Consumption,Unit record,MKD_N2004X,UnDefined,100
"Macedonia, former Yugoslav Republic of",MKD,2005,National,Consumption,Unit record,MKD_N2005X,UnDefined,100
"Macedonia, former Yugoslav Republic of",MKD,2006,National,Consumption,Unit record,MKD_N2006X,UnDefined,100
"Macedonia, former Yugoslav Republic of",MKD,2008,National,Consumption,Unit record,MKD_N2008X,UnDefined,100
Mali,MLI,1994,National,Consumption,Unit record,MLI_N1994X,UnDefined,100
Mali,MLI,2001,National,Consumption,Unit record,MLI_N2001X,UnDefined,100
Mali,MLI,2006,National,Consumption,Unit record,MLI_N2006X,UnDefined,100
Mali,MLI,2009,National,Consumption,Unit record,MLI_N2009X,UnDefined,100
Montenegro,MNE,2005,National,Consumption,Unit record,MNE_N2005X,UnDefined,100
Montenegro,MNE,2006,National,Consumption,Unit record,MNE_N2006X,UnDefined,100
Montenegro,MNE,2007,National,Consumption,Unit record,MNE_N2007X,UnDefined,100
Montenegro,MNE,2008,National,Consumption,Unit record,MNE_N2008X,UnDefined,100
Montenegro,MNE,2009,National,Consumption,Unit record,MNE_N2009X,UnDefined,100
Montenegro,MNE,2010,National,Consumption,Unit record,MNE_N2010X,UnDefined,100
Montenegro,MNE,2011,National,Consumption,Unit record,MNE_N2011X,UnDefined,100
Montenegro,MNE,2012,National,Consumption,Unit record,MNE_N2012X,UnDefined,100
Montenegro,MNE,2013,National,Consumption,Unit record,MNE_N2013X,UnDefined,100
Montenegro,MNE,2014,National,Consumption,Unit record,MNE_N2014X,UnDefined,100
Mongolia,MNG,1995,National,Consumption,Grouped,MNG_N1995X,UnDefined,10
Mongolia,MNG,1998,National,Consumption,Grouped,MNG_N1998X,UnDefined,9
Mongolia,MNG,2002,National,Consumption,Unit record,MNG_N2002X,UnDefined,100
Mongolia,MNG,2007,National,Consumption,Unit record,MNG_N2007X,UnDefined,100
Mongolia,MNG,2010,National,Consumption,Unit record,MNG_N2010X,UnDefined,100
Mongolia,MNG,2011,National,Consumption,Unit record,MNG_N2011X,UnDefined,100
Mongolia,MNG,2012,National,Consumption,Unit record,MNG_N2012X,UnDefined,100
Mongolia,MNG,2014,National,Consumption,Unit record,MNG_N2014X,UnDefined,100
Mozambique,MOZ,1996,National,Consumption,Unit record,MOZ_N1996X,UnDefined,100
Mozambique,MOZ,2002,National,Consumption,Unit record,MOZ_N2002X,UnDefined,100
Mozambique,MOZ,2008,National,Consumption,Unit record,MOZ_N2008X,UnDefined,100
Mauritania,MRT,1987,National,Consumption,Grouped,MRT_N1987X,UnDefined,20
Mauritania,MRT,1993,National,Consumption,Grouped,MRT_N1993X,UnDefined,20
Mauritania,MRT,1995,National,Consumption,Unit record,MRT_N1995X,UnDefined,100
Mauritania,MRT,2000,National,Consumption,Unit record,MRT_N2000X,UnDefined,100
Mauritania,MRT,2004,National,Consumption,Unit record,MRT_N2004X,UnDefined,100
Mauritania,MRT,2008,National,Consumption,Unit record,MRT_N2008X,UnDefined,100
Mauritania,MRT,2014,National,Consumption,Unit record,MRT_N2014X,UnDefined,100
Mauritius,MUS,2006,National,Consumption,Unit record,MUS_N2006X,UnDefined,100
Mauritius,MUS,2012,National,Consumption,Unit record,MUS_N2012X,UnDefined,100
